number,symbol,name,market,size
3154,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,NASDAQ,68320000
3155,DXGE,WisdomTree Germany Hedged Equity Fund,NASDAQ,43880000
3156,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,NASDAQ,237310000
3157,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,NASDAQ,81140000
3158,WETF,WisdomTree Investments. Inc.,NASDAQ,818930000
3159,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,NASDAQ,57770000
3160,GULF,WisdomTree Middle East Dividend Fund,NASDAQ,19560000
3161,HYND,WisdomTree Negative Duration High Yield Bond Fund,NASDAQ,24060000
3162,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,NASDAQ,2960000000
3163,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,NASDAQ,125040000
3164,WIX,Wix.com Ltd.,NASDAQ,6180000000
3165,WWD,Woodward. Inc.,NASDAQ,6650000000
3166,WDAY,Workday. Inc.,NASDAQ,36650000000
3167,WKHS,Workhorse Group. Inc.,NASDAQ,211800000
3168,WRLD,World Acceptance Corporation,NASDAQ,1130000000
3169,WRTC,Wrap Technologies. Inc.,NASDAQ,102020000
3170,WMGI,Wright Medical Group N.V.,NASDAQ,2540000000
3171,WSFS,WSFS Financial Corporation,NASDAQ,2310000000
3172,WVFC,WVS Financial Corp.,NASDAQ,29750000
3173,WW,WW International. Inc. ,NASDAQ,2450000000
3174,WYNN,Wynn Resorts. Limited,NASDAQ,13010000000
3175,XFOR,X4 Pharmaceuticals. Inc.,NASDAQ,147920000
3176,XBIT,XBiotech Inc.,NASDAQ,409700000
3177,XELB,Xcel Brands. Inc,NASDAQ,31880000
3178,XEL,Xcel Energy Inc.,NASDAQ,33370000000
3179,XNCR,Xencor. Inc.,NASDAQ,2050000000
3180,XBIO,Xenetic Biosciences. Inc.,NASDAQ,7270000
3181,XENE,Xenon Pharmaceuticals Inc.,NASDAQ,226820000
3182,XERS,Xeris Pharmaceuticals. Inc.,NASDAQ,216170000
3183,XLNX,Xilinx. Inc.,NASDAQ,23970000000
3184,XOMA,XOMA Corporation,NASDAQ,164170000
3185,XPEL,XPEL. Inc.,NASDAQ,299690000
3186,XPER,Xperi Corporation,NASDAQ,1040000000
3187,XSPA,XpresSpa Group. Inc. ,NASDAQ,3820000
3188,XTLB,XTL Biopharmaceuticals Ltd.,NASDAQ,6760000
3189,XNET,Xunlei Limited,NASDAQ,325980000
3190,YNDX,Yandex N.V.,NASDAQ,10550000000
3191,YTRA,Yatra Online. Inc.,NASDAQ,161050000
3192,YTEN,Yield10 Bioscience. Inc.,NASDAQ,6980000
3193,YIN,Yintech Investment Holdings Limited,NASDAQ,311240000
3194,YMAB,Y-mAbs Therapeutics. Inc.,NASDAQ,1050000000
3195,YGYI,Youngevity International. Inc.,NASDAQ,147700000
3196,YRCW,YRC Worldwide. Inc.,NASDAQ,166140000
3197,YJ,Yunji Inc.,NASDAQ,1080000000
3198,YY,YY Inc.,NASDAQ,4710000000
3199,ZFGN,Zafgen. Inc.,NASDAQ,27750000
3200,ZAGG,ZAGG Inc,NASDAQ,209960000
3201,ZLAB,Zai Lab Limited,NASDAQ,2170000000
3202,ZEAL,Zealand Pharma A/S,NASDAQ,982780000
3203,ZBRA,Zebra Technologies Corporation,NASDAQ,11860000000
3204,Z,Zillow Group. Inc.,NASDAQ,7100000000
3205,ZG,Zillow Group. Inc.,NASDAQ,7020000000
3206,ZN,Zion Oil ,NASDAQ,16670000
3207,ZION,Zions Bancorporation N.A.,NASDAQ,8490000000
3208,ZIOP,ZIOPHARM Oncology Inc,NASDAQ,768320000
3209,ZIXI,Zix Corporation,NASDAQ,363060000
3210,ZKIN,ZK International Group Co.. Ltd,NASDAQ,20660000
3211,ZGNX,Zogenix. Inc.,NASDAQ,1960000000
3212,ZM,Zoom Video Communications. Inc.,NASDAQ,17360000000
3213,ZSAN,Zosano Pharma Corporation,NASDAQ,38640000
3214,ZVO,Zovio Inc.,NASDAQ,42060000
3215,ZS,Zscaler. Inc.,NASDAQ,5460000000
3216,ZUMZ,Zumiez Inc.,NASDAQ,850980000
3217,ZYNE,Zynerba Pharmaceuticals. Inc.,NASDAQ,189060000
3218,ZYXI,Zynex. Inc.,NASDAQ,320690000
3219,ZNGA,Zynga Inc.,NASDAQ,5800000000
3220,DDD,3D Systems Corporation,NYSE,1020000000
3221,MMM,3M Company,NYSE,95550000000
3222,WBAI,500.com Limited,NYSE,436200000
3223,WUBA,58.com Inc.,NYSE,7650000000
3224,EGHT,8x8 Inc,NYSE,1960000000
3225,AHC,A.H. Belo Corporation,NYSE,80700000
3226,AOS,A.O Smith Corporation,NYSE,8400000000
3227,ATEN,A10 Networks. Inc.,NYSE,504500000
3228,AIR,AAR Corp.,NYSE,1420000000
3229,AAN,Aaron&#39;s.  Inc.,NYSE,5160000000
3230,ABB,ABB Ltd,NYSE,44850000000
3231,ABT,Abbott Laboratories,NYSE,1.44E+11
3232,ABBV,AbbVie Inc.,NYSE,1.13E+11
3233,ANF,Abercrombie & Fitch Company,NYSE,1060000000
3234,AGD,Aberdeen Global Dynamic Dividend Fund,NYSE,122480000
3235,AWP,Aberdeen Global Premier Properties Fund,NYSE,545760000
3236,ACP,Aberdeen Income Credit Strategies Fund,NYSE,147210000
3237,JEQ,Aberdeen Japan Equity Fund. Inc. ,NYSE,101350000
3238,AOD,Aberdeen Total Dynamic Dividend Fund,NYSE,883930000
3239,ABM,ABM Industries Incorporated,NYSE,2480000000
3240,AKR,Acadia Realty Trust,NYSE,2370000000
3241,ACN,Accenture plc,NYSE,1.17E+11
3242,ACCO,Acco Brands Corporation,NYSE,981990000
3243,ATV,Acorn International. Inc.,NYSE,47640000
3244,EPAC,Actuant Corporation,NYSE,1490000000
3245,AYI,Acuity Brands. Inc. ,NYSE,4980000000
3246,GOLF,Acushnet Holdings Corp.,NYSE,2160000000
3247,ADX,Adams Diversified Equity Fund. Inc.,NYSE,1690000000
3248,PEO,Adams Natural Resources Fund. Inc.,NYSE,478460000
3249,AGRO,Adecoagro S.A.,NYSE,714920000
3250,ADNT,Adient plc,NYSE,2120000000
3251,ADT,ADT Inc.,NYSE,5700000000
3252,ATGE,Adtalem Global Education Inc.,NYSE,2000000000
3253,AAP,Advance Auto Parts Inc,NYSE,11820000000
3254,ADSW,Advanced Disposal Services. Inc.,NYSE,2920000000
3255,WMS,Advanced Drainage Systems. Inc.,NYSE,2460000000
3256,ASIX,AdvanSix Inc.,NYSE,652840000
3257,AVK,Advent Convertible and Income Fund,NYSE,508900000
3258,ACM,AECOM,NYSE,6370000000
3259,AEG,Aegon NV,NYSE,8880000000
3260,AER,Aercap Holdings N.V.,NYSE,7960000000
3261,AJRD,Aerojet Rocketdyne Holdings. Inc. ,NYSE,3510000000
3262,AMG,Affiliated Managers Group. Inc.,NYSE,3920000000
3263,AFL,Aflac Incorporated,NYSE,39430000000
3264,MITT,AG Mortgage Investment Trust. Inc.,NYSE,493980000
3265,AGCO,AGCO Corporation,NYSE,5860000000
3266,A,Agilent Technologies. Inc.,NYSE,23330000000
3267,AEM,Agnico Eagle Mines Limited,NYSE,14080000000
3268,ADC,Agree Realty Corporation,NYSE,3260000000
3269,AL,Air Lease Corporation,NYSE,4990000000
3270,APD,Air Products and Chemicals. Inc.,NYSE,46990000000
3271,AYR,Aircastle Limited,NYSE,2010000000
3272,AKS,AK Steel Holding Corporation,NYSE,809950000
3273,ALG,Alamo Group. Inc.,NYSE,1440000000
3274,AGI,Alamos Gold Inc.,NYSE,2000000000
3275,ALK,Alaska Air Group. Inc.,NYSE,8820000000
3276,AIN,Albany International Corporation,NYSE,2570000000
3277,ALB,Albemarle Corporation,NYSE,6740000000
3278,AA,Alcoa Corporation,NYSE,3900000000
3279,ALC,Alcon Inc.,NYSE,28490000000
3280,ALEX,Alexander & Baldwin. Inc.,NYSE,1770000000
3281,ALX,Alexander&#39;s. Inc.,NYSE,1750000000
3282,ARE,Alexandria Real Estate Equities. Inc.,NYSE,17950000000
3283,AQN,Algonquin Power & Utilities Corp.,NYSE,6800000000
3284,BABA,Alibaba Group Holding Limited,NYSE,4.54E+11
3285,Y,Alleghany Corporation,NYSE,10930000000
3286,ATI,Allegheny Technologies Incorporated,NYSE,2490000000
3287,ALLE,Allegion plc,NYSE,10530000000
3288,AGN,Allergan plc.,NYSE,57040000000
3289,ALE,Allete. Inc.,NYSE,4460000000
3290,ADS,Alliance Data Systems Corporation,NYSE,5360000000
3291,AFB,Alliance National Municipal Income Fund Inc,NYSE,385470000
3292,AWF,Alliance World Dollar Government Fund II,NYSE,1040000000
3293,AB,AllianceBernstein Holding L.P.,NYSE,2780000000
3294,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,NYSE,173440000
3295,NCV,AllianzGI Convertible & Income Fund,NYSE,512860000
3296,NCZ,AllianzGI Convertible & Income Fund II,NYSE,382430000
3297,ACV,AllianzGI Diversified Income & Convertible Fund,NYSE,241260000
3298,NIE,AllianzGI Equity & Convertible Income Fund,NYSE,605160000
3299,NFJ,AllianzGI NFJ Dividend. Interest & Premium Strategy Fund,NYSE,1170000000
3300,ALSN,Allison Transmission Holdings. Inc.,NYSE,5610000000
3301,ALL,Allstate Corporation (The),NYSE,35300000000
3302,ALLY,Ally Financial Inc.,NYSE,12030000000
3303,AYX,Alteryx. Inc.,NYSE,6060000000
3304,ATUS,Altice USA. Inc.,NYSE,19390000000
3305,MO,Altria Group,NYSE,87430000000
3306,ACH,Aluminum Corporation of China Limited,NYSE,5450000000
3307,ABEV,Ambev S.A.,NYSE,69680000000
3308,AMC,AMC Entertainment Holdings. Inc.,NYSE,1010000000
3309,AMCR,Amcor plc,NYSE,15700000000
3310,AEE,Ameren Corporation,NYSE,19400000000
3311,AMRC,Ameresco. Inc.,NYSE,690160000
3312,AMOV,America Movil. S.A.B. de C.V.,NYSE,53100000000
3313,AMX,America Movil. S.A.B. de C.V.,NYSE,53700000000
3314,AAT,American Assets Trust. Inc.,NYSE,2850000000
3315,AXL,American Axle & Manufacturing Holdings. Inc.,NYSE,1020000000
3316,ACC,American Campus Communities Inc,NYSE,6910000000
3317,AEO,American Eagle Outfitters. Inc.,NYSE,2810000000
3318,AEP,American Electric Power Company. Inc.,NYSE,46590000000
3319,AEL,American Equity Investment Life Holding Company,NYSE,2240000000
3320,AXP,American Express Company,NYSE,98120000000
3321,AFG,American Financial Group. Inc.,NYSE,9190000000
3322,AMH,American Homes 4 Rent,NYSE,7890000000
3323,AIG,American International Group. Inc.,NYSE,45930000000
3324,ARL,American Realty Investors. Inc.,NYSE,256270000
3325,ARA,American Renal Associates Holdings. Inc,NYSE,255630000
3326,AWR,American States Water Company,NYSE,3460000000
3327,AMT,American Tower Corporation (REIT),NYSE,95920000000
3328,AVD,American Vanguard Corporation,NYSE,406490000
3329,AWK,American Water Works,NYSE,21880000000
3330,COLD,Americold Realty Trust,NYSE,7480000000
3331,AMP,AMERIPRISE FINANCIAL SERVICES. INC.,NYSE,19560000000
3332,ABC,AmerisourceBergen Corporation (Holding Co),NYSE,18080000000
3333,ANFI,Amira Nature Foods Ltd,NYSE,21590000
3334,AMN,AMN Healthcare Services Inc,NYSE,2700000000
3335,AMRX,Amneal Pharmaceuticals. Inc.,NYSE,1020000000
3336,AP,Ampco-Pittsburgh Corporation,NYSE,46770000
3337,APH,Amphenol Corporation,NYSE,29810000000
3338,AXR,AMREP Corporation,NYSE,46300000
3339,HKIB,AMTD International Inc.,NYSE,1860000000
3340,AME,AMTEK. Inc.,NYSE,20540000000
3341,PLAN,Anaplan. Inc.,NYSE,6420000000
3342,FINS,Angel Oak Financial Strategies Income Term Trust,NYSE,228080000
3343,AU,AngloGold Ashanti Limited,NYSE,9180000000
3344,BUD,Anheuser-Busch Inbev SA,NYSE,1.60E+11
3345,AXE,Anixter International Inc.,NYSE,2360000000
3346,NLY,Annaly Capital Management Inc,NYSE,12800000000
3347,AM,Antero Midstream Corporation,NYSE,3770000000
3348,AR,Antero Resources Corporation,NYSE,837990000
3349,ANTM,Anthem. Inc.,NYSE,67300000000
3350,ANH,Anworth Mortgage Asset  Corporation,NYSE,334800000
3351,AON,Aon plc,NYSE,44490000000
3352,APA,Apache Corporation,NYSE,8300000000
3353,AIV,Apartment Investment and Management Company,NYSE,8080000000
3354,APY,Apergy Corporation,NYSE,2050000000
3355,APHA,Aphria Inc.,NYSE,1410000000
3356,ARI,Apollo Commercial Real Estate Finance,NYSE,2790000000
3357,APO,Apollo Global Management. Inc,NYSE,16600000000
3358,AFT,Apollo Senior Floating Rate Fund Inc.,NYSE,228150000
3359,AIF,Apollo Tactical Income Fund Inc.,NYSE,212770000
3360,APLE,Apple Hospitality REIT. Inc.,NYSE,3670000000
3361,AIT,Applied Industrial Technologies. Inc.,NYSE,2190000000
3362,ATR,AptarGroup. Inc.,NYSE,7550000000
3363,APTV,Aptiv PLC,NYSE,22950000000
3364,WTR,Aqua America. Inc.,NYSE,9860000000
3365,WAAS,AquaVenture Holdings Limited,NYSE,621980000
3366,ARMK,Aramark,NYSE,10920000000
3367,ABR,Arbor Realty Trust,NYSE,1260000000
3368,ARC,ARC Document Solutions. Inc.,NYSE,63570000
3369,MT,ArcelorMittal,NYSE,15660000000
3370,ARCH,Arch Coal. Inc.,NYSE,1360000000
3371,ADM,Archer-Daniels-Midland Company,NYSE,22840000000
3372,AROC,Archrock. Inc.,NYSE,1500000000
3373,ARNC,Arconic Inc.,NYSE,12170000000
3374,ARCO,Arcos Dorados Holdings Inc.,NYSE,1530000000
3375,ACA,Arcosa. Inc.,NYSE,1740000000
3376,RCUS,Arcus Biosciences. Inc.,NYSE,372300000
3377,ARD,Ardagh Group S.A.,NYSE,4240000000
3378,ASC,Ardmore Shipping Corporation,NYSE,282320000
3379,AFC,Ares Capital Corporation,NYSE,216000000
3380,ACRE,Ares Commercial Real Estate Corporation,NYSE,444290000
3381,ARDC,Ares Dynamic Credit Allocation Fund. Inc.,NYSE,335700000
3382,ARES,Ares Management Corporation,NYSE,6530000000
3383,AGX,Argan. Inc.,NYSE,618140000
3384,ARGO,Argo Group International Holdings. Ltd.,NYSE,2320000000
3385,ANET,Arista Networks. Inc.,NYSE,18730000000
3386,AI,Arlington Asset Investment Corp,NYSE,210060000
3387,ARLO,Arlo Technologies. Inc.,NYSE,262020000
3388,AHH,Armada Hoffler Properties. Inc.,NYSE,1270000000
3389,ARR,ARMOUR Residential REIT. Inc.,NYSE,980900000
3390,AFI,Armstrong Flooring. Inc.,NYSE,135420000
3391,AWI,Armstrong World Industries Inc,NYSE,4990000000
3392,ARW,Arrow Electronics. Inc.,NYSE,6420000000
3393,AJG,Arthur J. Gallagher & Co.,NYSE,16640000000
3394,APAM,Artisan Partners Asset Management Inc.,NYSE,2080000000
3395,ASA,ASA Gold and Precious Metals Limited,NYSE,241700000
3396,ABG,Asbury Automotive Group Inc,NYSE,1990000000
3397,ASX,ASE Technology Holding Co.. Ltd.,NYSE,10920000000
3398,ASGN,ASGN Incorporated,NYSE,3380000000
3399,AHT,Ashford Hospitality Trust Inc,NYSE,286990000
3400,ASH,Ashland Global Holdings Inc.,NYSE,4650000000
3401,ASPN,Aspen Aerogels. Inc.,NYSE,147990000
3402,AMK,AssetMark Financial Holdings. Inc.,NYSE,1950000000
3403,ASB,Associated Banc-Corp,NYSE,3280000000
3404,AC,Associated Capital Group. Inc.,NYSE,899490000
3405,AIZ,Assurant. Inc.,NYSE,7680000000
3406,AIZP,Assurant. Inc.,NYSE,358770000
3407,AGO,Assured Guaranty Ltd.,NYSE,4600000000
3408,AZN,Astrazeneca PLC,NYSE,1.25E+11
3409,HOME,At Home Group Inc.,NYSE,662570000
3410,T,AT&T Inc.,NYSE,2.70E+11
3411,ATTO,Atento S.A.,NYSE,225470000
3412,ATH,Athene Holding Ltd.,NYSE,7840000000
3413,ATKR,Atkore International Group Inc.,NYSE,1600000000
3414,AT,Atlantic Power Corporation,NYSE,262510000
3415,ATO,Atmos Energy Corporation,NYSE,13270000000
3416,ACB,Aurora Cannabis Inc.,NYSE,3880000000
3417,ATHM,Autohome Inc.,NYSE,10100000000
3418,ALV,Autoliv. Inc.,NYSE,7160000000
3419,AN,AutoNation. Inc.,NYSE,4530000000
3420,AZO,AutoZone. Inc.,NYSE,27150000000
3421,AVLR,Avalara. Inc.,NYSE,5500000000
3422,AVB,AvalonBay Communities. Inc.,NYSE,30640000000
3423,AGR,Avangrid. Inc.,NYSE,15510000000
3424,AVNS,Avanos Medical. Inc.,NYSE,2020000000
3425,AVTR,Avantor. Inc.,NYSE,7990000000
3426,AVYA,Avaya Holdings Corp.,NYSE,1350000000
3427,AVY,Avery Dennison Corporation,NYSE,10680000000
3428,AVH,Avianca Holdings S.A.,NYSE,515940000
3429,AVA,Avista Corporation,NYSE,3160000000
3430,AVP,Avon Products. Inc.,NYSE,1900000000
3431,AVX,AVX Corporation,NYSE,2750000000
3432,EQH,AXA Equitable Holdings. Inc.,NYSE,10900000000
3433,AXTA,Axalta Coating Systems Ltd.,NYSE,6860000000
3434,AXS,Axis Capital Holdings Limited,NYSE,5180000000
3435,AX,Axos Financial. Inc.,NYSE,1850000000
3436,AZUL,Azul S.A.,NYSE,4440000000
3437,AZRE,Azure Power Global Limited,NYSE,521390000
3438,AZZ,AZZ Inc.,NYSE,999530000
3439,BGS,B&G Foods. Inc.,NYSE,1020000000
3440,BRPM,B. Riley Principal Merger Corp.,NYSE,182840000
3441,BW,Babcock,NYSE,213790000
3442,BGH,Babson Global Short Duration High Yield Fund,NYSE,348810000
3443,BMI,Badger Meter. Inc.,NYSE,1690000000
3444,BCSF,Bain Capital Specialty Finance. Inc.,NYSE,974630000
3445,BBN,BalckRock Taxable Municipal Bond Trust,NYSE,1360000000
3446,BLL,Ball Corporation,NYSE,23870000000
3447,BANC,Banc of California. Inc.,NYSE,706220000
3448,BBVA,Banco Bilbao Viscaya Argentaria S.A.,NYSE,36140000000
3449,BBD,Banco Bradesco Sa,NYSE,71090000000
3450,BBDO,Banco Bradesco Sa,NYSE,66110000000
3451,BCH,Banco De Chile,NYSE,13630000000
3452,BLX,Banco Latinoamericano de Comercio Exterior. S.A.,NYSE,833620000
3453,BSBR,Banco Santander Brasil SA,NYSE,91470000000
3454,BSAC,Banco Santander Chile,NYSE,12700000000
3455,BSMX,Banco Santander Mexico. S.A.. Institucion de Ban,NYSE,9600000000
3456,SAN,Banco Santander. S.A.,NYSE,72620000000
3457,CIB,BanColombia S.A.,NYSE,12510000000
3458,BXS,BancorpSouth Bank,NYSE,3050000000
3459,BAC,Bank of America Corporation,NYSE,2.95E+11
3460,BOH,Bank of Hawaii Corporation,NYSE,3520000000
3461,BMO,Bank Of Montreal,NYSE,48010000000
3462,NTB,Bank of N.T. Butterfield & Son Limited (The),NYSE,1750000000
3463,BK,Bank Of New York Mellon Corporation (The),NYSE,43720000000
3464,BNS,Bank of Nova Scotia (The),NYSE,70110000000
3465,BKU,BankUnited. Inc.,NYSE,3280000000
3466,BCS,Barclays PLC,NYSE,37520000000
3467,BBDC,Barings BDC. Inc.,NYSE,509180000
3468,MCI,Barings Corporate Investors,NYSE,338360000
3469,MPV,Barings Participation Investors,NYSE,171050000
3470,BNED,Barnes & Noble Education. Inc,NYSE,199470000
3471,B,Barnes Group. Inc.,NYSE,3010000000
3472,GOLD,Barrick Gold Corporation,NYSE,30580000000
3473,BAS,Basic Energy Services. Inc.,NYSE,16780000
3474,BHC,Bausch Health Companies Inc.,NYSE,8230000000
3475,BAX,Baxter International Inc.,NYSE,39460000000
3476,BTE,Baytex Energy Corp,NYSE,675150000
3477,BBT,BB&T Corporation,NYSE,41050000000
3478,BBAR,BBVA Banco Frances S.A.,NYSE,790330000
3479,BBX,BBX Capital Corporation,NYSE,433270000
3480,BCE,BCE. Inc.,NYSE,42150000000
3481,BZH,Beazer Homes USA. Inc.,NYSE,490320000
3482,BDX,Becton. Dickinson and Company,NYSE,65950000000
3483,BDC,Belden Inc,NYSE,2500000000
3484,BHE,Benchmark Electronics. Inc.,NYSE,1190000000
3485,BHLB,Berkshire Hills Bancorp. Inc.,NYSE,1540000000
3486,BERY,Berry Global Group. Inc.,NYSE,5610000000
3487,BBY,Best Buy Co.. Inc.,NYSE,19280000000
3488,BEST,BEST Inc.,NYSE,2100000000
3489,BHP,BHP Group Limited,NYSE,1.24E+11
3490,BBL,BHP Group Plc,NYSE,1.07E+11
3491,BIG,Big Lots. Inc.,NYSE,911410000
3492,BH,Biglari Holdings Inc.,NYSE,187460000
3493,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,NYSE,2440000000
3494,BIO,Bio-Rad Laboratories. Inc.,NYSE,10300000000
3495,BITA,Bitauto Holdings Limited,NYSE,1070000000
3496,BJ,BJ&#39;s Wholesale Club Holdings. Inc.,NYSE,3560000000
3497,BKH,Black Hills Corporation,NYSE,4750000000
3498,BKI,Black Knight. Inc.,NYSE,9360000000
3499,BSM,Black Stone Minerals. L.P.,NYSE,2780000000
3500,BB,BlackBerry Limited,NYSE,2860000000
3501,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,211770000
3502,BFZ,BlackRock California Municipal Income Trust,NYSE,428770000
3503,CII,Blackrock Capital and Income Strategies Fund Inc,NYSE,722270000
3504,BHK,Blackrock Core Bond Trust,NYSE,773430000
3505,HYT,Blackrock Corporate High Yield Fund. Inc.,NYSE,1320000000
3506,BTZ,BlackRock Credit Allocation Income Trust,NYSE,1400000000
3507,DSU,Blackrock Debt Strategies Fund. Inc.,NYSE,537860000
3508,BGR,BlackRock Energy and Resources Trust,NYSE,337920000
3509,BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE,1730000000
3510,EGF,Blackrock Enhanced Government Fund. Inc,NYSE,68150000
3511,FRA,Blackrock Floating Rate Income Strategies Fund Inc,NYSE,465620000
3512,BFO,Blackrock Florida Municipal 2020 Term Trust,NYSE,80260000
3513,BGT,Blackrock Global,NYSE,289830000
3514,BOE,Blackrock Global,NYSE,699700000
3515,BME,Blackrock Health Sciences Trust,NYSE,405630000
3516,BAF,BlackRock Income Investment Quality Trust,NYSE,123370000
3517,BKT,BlackRock Income Trust Inc. (The),NYSE,385330000
3518,BGY,BLACKROCK INTERNATIONAL. LTD.,NYSE,582520000
3519,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),NYSE,261910000
3520,BTA,BlackRock Long-Term Municipal Advantage Trust,NYSE,168720000
3521,BZM,BlackRock Maryland Municipal Bond Trust,NYSE,29980000
3522,MHE,BlackRock Massachusetts Tax-Exempt Trust,NYSE,31770000
3523,BIT,BlackRock Multi-Sector Income Trust,NYSE,644520000
3524,MUI,Blackrock Muni Intermediate Duration Fund Inc,NYSE,536150000
3525,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,NYSE,61000000
3526,MUA,Blackrock MuniAssets Fund. Inc.,NYSE,557780000
3527,BKK,Blackrock Municipal 2020 Term Trust,NYSE,304250000
3528,BBK,Blackrock Municipal Bond Trust,NYSE,161110000
3529,BBF,BlackRock Municipal Income Investment Trust,NYSE,142790000
3530,BYM,Blackrock Municipal Income Quality Trust,NYSE,365990000
3531,BFK,BlackRock Municipal Income Trust,NYSE,620020000
3532,BLE,BlackRock Municipal Income Trust II,NYSE,346830000
3533,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,1680000000
3534,MEN,Blackrock MuniEnhanced Fund. Inc.,NYSE,325010000
3535,MUC,Blackrock MuniHoldings California Quality Fund.  Inc.,NYSE,573620000
3536,MUH,Blackrock MuniHoldings Fund II. Inc.,NYSE,165400000
3537,MHD,Blackrock MuniHoldings Fund. Inc.,NYSE,229760000
3538,MFL,Blackrock MuniHoldings Investment Quality Fund,NYSE,502880000
3539,MUJ,Blackrock MuniHoldings New Jersey Insured Fund. Inc.,NYSE,423360000
3540,MHN,Blackrock MuniHoldings New York Quality Fund. Inc.,NYSE,415300000
3541,MUE,Blackrock MuniHoldings Quality Fund II. Inc.,NYSE,281850000
3542,MUS,Blackrock MuniHoldings Quality Fund. Inc.,NYSE,161560000
3543,MVT,Blackrock MuniVest Fund II. Inc.,NYSE,306640000
3544,MYC,Blackrock MuniYield California Fund. Inc.,NYSE,300940000
3545,MCA,Blackrock MuniYield California Insured Fund. Inc.,NYSE,486500000
3546,MYD,Blackrock MuniYield Fund. Inc.,NYSE,678980000
3547,MYF,Blackrock MuniYield Investment Fund,NYSE,191560000
3548,MFT,Blackrock MuniYield Investment QualityFund,NYSE,113250000
3549,MIY,Blackrock MuniYield Michigan Quality Fund. Inc.,NYSE,412320000
3550,MYJ,Blackrock MuniYield New Jersey Fund. Inc.,NYSE,361160000
3551,MYN,Blackrock MuniYield New York Quality Fund. Inc.,NYSE,506310000
3552,MPA,Blackrock MuniYield Pennsylvania Quality Fund,NYSE,186810000
3553,MQT,Blackrock MuniYield Quality Fund II. Inc.,NYSE,286940000
3554,MYI,Blackrock MuniYield Quality Fund III. Inc.,NYSE,912540000
3555,MQY,Blackrock MuniYield Quality Fund. Inc.,NYSE,451780000
3556,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,NYSE,178420000
3557,BQH,Blackrock New York Municipal Bond Trust,NYSE,41390000
3558,BSE,Blackrock New York Municipal Income Quality Trust,NYSE,88340000
3559,BFY,BlackRock New York Municipal Income Trust II,NYSE,69820000
3560,BCX,BlackRock Resources,NYSE,701040000
3561,BST,BlackRock Science and Technology Trust,NYSE,720670000
3562,BSTZ,BlackRock Science and Technology Trust II,NYSE,1380000000
3563,BSD,BlackRock Strategic Municipal Trust Inc. (The),NYSE,102750000
3564,BUI,BlackRock Utility. Infrastructure & Power Opportun,NYSE,385340000
3565,BHV,BlackRock Virginia Municipal Bond Trust,NYSE,27640000
3566,BLK,BlackRock. Inc.,NYSE,71450000000
3567,BGB,Blackstone / GSO Strategic Credit Fund,NYSE,628430000
3568,BGX,Blackstone GSO Long Short Credit Income Fund,NYSE,196260000
3569,BSL,Blackstone GSO Senior Floating Rate Term Fund,NYSE,246260000
3570,BE,Bloom Energy Corporation,NYSE,316450000
3571,APRN,Blue Apron Holdings. Inc.,NYSE,97360000
3572,BCRH,Blue Capital Reinsurance Holdings Ltd.,NYSE,61160000
3573,BXG,Bluegreen Vacations Corporation,NYSE,705000000
3574,BXC,BlueLinx Holdings Inc.,NYSE,318410000
3575,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,NYSE,137050000
3576,DHF,BNY Mellon High Yield Strategies Fund,NYSE,223580000
3577,DMB,BNY Mellon Municipal Bond Infrastructure Fund. Inc,NYSE,258630000
3578,DSM,BNY Mellon Strategic Municipal Bond Fund. Inc.,NYSE,414700000
3579,LEO,BNY Mellon Strategic Municipals. Inc.,NYSE,522440000
3580,BA,Boeing Company (The),NYSE,1.91E+11
3581,BCC,Boise Cascade. L.L.C.,NYSE,1400000000
3582,BCEI,Bonanza Creek Energy. Inc.,NYSE,383380000
3583,BOOT,Boot Barn Holdings. Inc.,NYSE,1070000000
3584,BAH,Booz Allen Hamilton Holding Corporation,NYSE,9590000000
3585,BWA,BorgWarner Inc.,NYSE,8200000000
3586,BORR,Borr Drilling Limited,NYSE,729180000
3587,SAM,Boston Beer Company. Inc. (The),NYSE,4550000000
3588,BXP,Boston Properties. Inc.,NYSE,20430000000
3589,BSX,Boston Scientific Corporation,NYSE,56900000000
3590,BOX,Box. Inc.,NYSE,2440000000
3591,BYD,Boyd Gaming Corporation,NYSE,3000000000
3592,BPMP,BP Midstream Partners LP,NYSE,1560000000
3593,BP,BP p.l.c.,NYSE,1.34E+11
3594,BPT,BP Prudhoe Bay Royalty Trust,NYSE,173340000
3595,BRC,Brady Corporation,NYSE,3020000000
